Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S17275800098,02/06/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,2,$37.50,1.5,0.4
S07453700018,08/30/2012,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57.0,Linn,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$14.98,$22.47,6,$134.82,4.5,1.19
S18977800006,05/15/2014,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",7.0,Black Hawk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S05796400079,05/30/2012,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,3,$40.50,2.25,0.59
S27815200089,09/09/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S23388600124,01/08/2015,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
S23285400149,01/05/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)",7.0,Black Hawk,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,1,$18.75,0.75,0.2
S21006300002,09/03/2014,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,"534 S DUFF AVE
AMES 50010
(42.017115, -93.610343)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,36,$508.68,27.0,7.13
S07149100016,08/16/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,12,$157.32,9.0,2.38
S26652600087,07/08/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S27060900057,07/30/2015,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,"724, 1st ST SE
MOUNT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,18,$324.54,13.5,3.57
S25914300066,06/01/2015,5054,Cork 'N Bottle / Manchester,900 E MAIN ST,MANCHESTER,52087,"900 E MAIN ST
MANCHESTER 52087
(42.484072, -91.445322)",28.0,Delaware,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S21922300132,10/22/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)",31.0,Dubuque,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,6,$81.00,4.5,1.19
S26852000031,07/21/2015,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,"1002 SE NATIONAL DR
ANKENY 50021
(41.704864, -93.582728)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S18314300131,04/10/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
S24833600164,04/01/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
S15993500005,12/05/2013,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S25311700035,04/27/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
S27670100044,09/02/2015,4947,The Music Station,1420 W FIRST ST,CEDAR FALLS,50647,"1420 W FIRST ST
CEDAR FALLS 50647
(42.53783, -92.462227)",7.0,Black Hawk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S29216200124,11/20/2015,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S11348800019,03/28/2013,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,2,$27.72,1.5,0.4
S20194200104,07/21/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,1,$29.99,0.75,0.2
S25433700107,05/04/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S13776900207,08/07/2013,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,1,$10.49,0.75,0.2
S22534900117,11/21/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,1,$14.25,0.75,0.2
S23210700074,12/27/2014,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32.0,Emmet,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,4,$56.52,3.0,0.79
S21026000035,09/03/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S19904900001,07/02/2014,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)",25.0,Dallas,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S12503600011,05/30/2013,4112,Corridor Ventures,618 MEADE DR,NORTH LIBERTY,52317,"618 MEADE DR
NORTH LIBERTY 52317
(41.752451, -91.608725)",52.0,Johnson,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.49,$18.74,6,$112.44,4.5,1.19
S28446900042,10/14/2015,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97.0,Woodbury,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S09391200154,12/10/2012,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97.0,Woodbury,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$14.98,$22.47,4,$89.88,3.0,0.79
S27657800078,09/01/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S08618500073,10/29/2012,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,12,$157.32,9.0,2.38
S15495300078,11/04/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
S27666500138,09/01/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S19868600146,07/01/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,1,$22.49,0.75,0.2
S15467000001,10/31/2013,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358191, -93.55329)",91.0,Warren,1062050.0,BARBADOS RUM,91.0,Castle Brands,902144,Gosling's Black Seal Rum,12,750,$8.50,$12.75,12,$153.00,9.0,2.38
S26702500041,07/13/2015,3829,Gary's Foods / Mt Vernon,715  1ST AVE S,MOUNT VERNON,52314,"715 1ST AVE S
MOUNT VERNON 52314
(41.91673, -91.422419)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S17342400142,02/11/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S29052900034,11/18/2015,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,"3845 ELMORE AVE.
DAVENPORT 52807
(41.559724, -90.52708)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S18796000189,05/07/2014,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97.0,Woodbury,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S24217900057,02/25/2015,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97.0,Woodbury,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,1,$14.25,0.75,0.2
S21856400174,10/20/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S25752400098,05/20/2015,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,1,$29.99,0.75,0.2
S15462600177,10/31/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1062050.0,BARBADOS RUM,91.0,Castle Brands,902144,Gosling's Black Seal Rum,12,750,$8.50,$12.75,24,$306.00,18.0,4.76
S15080500083,10/10/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.49,$18.74,2,$37.48,1.5,0.4
S16100300163,12/04/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,2,$27.00,1.5,0.4
S21218600117,09/15/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,4,$56.52,3.0,0.79
S28737000077,10/28/2015,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.23,$14.22,4,$56.88,3.0,0.79
S17626200076,02/26/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,2,$37.50,1.5,0.4
S29331400166,11/30/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,6,$84.78,4.5,1.19
S23285700050,01/05/2015,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,"2790 7TH AVENUE
MARION 50129
(42.03324, -91.582452)",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,1,$12.00,0.75,0.2
S24423900107,03/09/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S04824400043,04/02/2012,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,3,$40.50,2.25,0.59
S19878800032,07/01/2014,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,"915 SHORT ST
DECORAH 52101
(43.291013, -91.797893)",96.0,Winneshiek,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
S26404300030,06/24/2015,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)",63.0,Marion,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,6,$84.78,4.5,1.19
S28587100081,10/21/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,12,$269.88,9.0,2.38
S15515800100,11/04/2013,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,6,$85.50,4.5,1.19
S09481400045,12/13/2012,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,"1031 WEST ST
GRINNELL 50112
(41.745903, -92.727379)",79.0,Poweshiek,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$14.98,$22.47,1,$22.47,0.75,0.2
S23499300078,01/14/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S20890700138,08/27/2014,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97.0,Woodbury,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S26622900126,07/07/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,4,$56.52,3.0,0.79
S20609600129,08/13/2014,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",7.0,Black Hawk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S09848100001,01/08/2013,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,240.0,"WILLIAM GRANT AND SONS, INC.",902075,Flor de Cana Anejo Oro 4YR,12,750,$8.17,$12.26,12,$147.12,9.0,2.38
S21785800062,10/15/2014,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,"1250 N LAKE ST
STORM LAKE 50588
(42.653594, -95.200758)",11.0,Buena Vista,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S05954600062,06/07/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.25,$12.75,12,$153.00,9.0,2.38
S22593800097,11/24/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,2,$20.98,1.5,0.4
S24041300116,02/16/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S21006500001,09/08/2014,3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,"5101 SE 14TH ST
DES MOINES 50315
(41.537606, -93.596758)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,36,$508.68,27.0,7.13
S17153700001,02/03/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062050.0,BARBADOS RUM,91.0,Castle Brands,902144,Gosling's Black Seal Rum,12,750,$8.50,$12.75,12,$153.00,9.0,2.38
S12408100044,05/23/2013,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,3,$31.47,2.25,0.59
S20537300018,08/07/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,6,$112.50,4.5,1.19
S25977600077,06/02/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.23,$14.22,3,$42.66,2.25,0.59
S14115400047,08/26/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.49,$18.74,1,$18.74,0.75,0.2
S19351700035,06/04/2014,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,6,$112.50,4.5,1.19
S24413300090,03/09/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,1,$14.25,0.75,0.2
S25748200065,05/21/2015,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,"1031 WEST ST
GRINNELL 50112
(41.745903, -92.727379)",79.0,Poweshiek,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,5,$52.45,3.75,0.99
